epoch 1 / 9170, step 1/225, loss = 0.0452 
epoch 1 / 9170, step 2/225, loss = 0.0411 
epoch 1 / 9170, step 3/225, loss = 0.0418 
epoch 1 / 9170, step 4/225, loss = 0.0386 
epoch 1 / 9170, step 5/225, loss = 0.0341 
epoch 1 / 9170, step 6/225, loss = 0.0364 
epoch 1 / 9170, step 7/225, loss = 0.0363 
epoch 1 / 9170, step 8/225, loss = 0.0380 
epoch 1 / 9170, step 9/225, loss = 0.0346 
epoch 1 / 9170, step 10/225, loss = 0.0345 
epoch 1 / 9170, step 11/225, loss = 0.0304 
epoch 1 / 9170, step 12/225, loss = 0.0347 
epoch 1 / 9170, step 13/225, loss = 0.0321 
epoch 1 / 9170, step 14/225, loss = 0.0332 
epoch 1 / 9170, step 15/225, loss = 0.0287 
epoch 1 / 9170, step 16/225, loss = 0.0265 
epoch 1 / 9170, step 17/225, loss = 0.0246 
epoch 1 / 9170, step 18/225, loss = 0.0358 
epoch 1 / 9170, step 19/225, loss = 0.0355 
epoch 1 / 9170, step 20/225, loss = 0.0345 
epoch 1 / 9170, step 21/225, loss = 0.0349 
epoch 1 / 9170, step 22/225, loss = 0.0359 
epoch 1 / 9170, step 23/225, loss = 0.0311 
epoch 1 / 9170, step 24/225, loss = 0.0353 
epoch 1 / 9170, step 25/225, loss = 0.0340 
epoch 1 / 9170, step 26/225, loss = 0.0311 
epoch 1 / 9170, step 27/225, loss = 0.0285 
epoch 1 / 9170, step 28/225, loss = 0.0275 
epoch 1 / 9170, step 29/225, loss = 0.0304 
epoch 1 / 9170, step 30/225, loss = 0.0274 
epoch 1 / 9170, step 31/225, loss = 0.0307 
epoch 1 / 9170, step 32/225, loss = 0.0270 
epoch 1 / 9170, step 33/225, loss = 0.0245 
epoch 1 / 9170, step 34/225, loss = 0.0293 
epoch 1 / 9170, step 35/225, loss = 0.0256 
epoch 1 / 9170, step 36/225, loss = 0.0323 
epoch 1 / 9170, step 37/225, loss = 0.0267 
epoch 1 / 9170, step 38/225, loss = 0.0287 
epoch 1 / 9170, step 39/225, loss = 0.0267 
epoch 1 / 9170, step 40/225, loss = 0.0266 
epoch 1 / 9170, step 41/225, loss = 0.0279 
epoch 1 / 9170, step 42/225, loss = 0.0244 
epoch 1 / 9170, step 43/225, loss = 0.0280 
epoch 1 / 9170, step 44/225, loss = 0.0272 
epoch 1 / 9170, step 45/225, loss = 0.0251 
epoch 1 / 9170, step 46/225, loss = 0.0280 
epoch 1 / 9170, step 47/225, loss = 0.0255 
epoch 1 / 9170, step 48/225, loss = 0.0282 
epoch 1 / 9170, step 49/225, loss = 0.0276 
epoch 1 / 9170, step 50/225, loss = 0.0294 
epoch 1 / 9170, step 51/225, loss = 0.0284 
epoch 1 / 9170, step 52/225, loss = 0.0267 
epoch 1 / 9170, step 53/225, loss = 0.0288 
epoch 1 / 9170, step 54/225, loss = 0.0282 
epoch 1 / 9170, step 55/225, loss = 0.0247 
epoch 1 / 9170, step 56/225, loss = 0.0260 
epoch 1 / 9170, step 57/225, loss = 0.0269 
epoch 1 / 9170, step 58/225, loss = 0.0247 
epoch 1 / 9170, step 59/225, loss = 0.0277 
epoch 1 / 9170, step 60/225, loss = 0.0253 
epoch 1 / 9170, step 61/225, loss = 0.0245 
epoch 1 / 9170, step 62/225, loss = 0.0244 
epoch 1 / 9170, step 63/225, loss = 0.0265 
epoch 1 / 9170, step 64/225, loss = 0.0340 
epoch 1 / 9170, step 65/225, loss = 0.0224 
epoch 1 / 9170, step 66/225, loss = 0.0249 
epoch 1 / 9170, step 67/225, loss = 0.0267 
epoch 1 / 9170, step 68/225, loss = 0.0307 
epoch 1 / 9170, step 69/225, loss = 0.0296 
epoch 1 / 9170, step 70/225, loss = 0.0275 
epoch 1 / 9170, step 71/225, loss = 0.0275 
epoch 1 / 9170, step 72/225, loss = 0.0287 
epoch 1 / 9170, step 73/225, loss = 0.0252 
epoch 1 / 9170, step 74/225, loss = 0.0262 
epoch 1 / 9170, step 75/225, loss = 0.0255 
